Connection_id,Actor_id,Movie_id
74727,5346,11000
74728,49148,11000
74729,5587,11000
74730,11870,11000
74731,77338,11000
74732,31511,11000
74733,58198,13997
74734,60950,13997
74735,21561,13997
74736,4003,13997
74737,2048,13997
74738,31511,13997
74739,17396,13997
74740,14888,13997
74741,20196,13997
74742,57251,243856
74743,36218,243856
74744,585,243856
74745,6701,243856
74746,29712,243856
74747,56120,243856
74748,63934,243856
74749,155625,243856
74750,94662,243856
74751,514,31640
74752,3895,31640
74753,10822,31640
74754,16866,31640
74755,351,31640
74756,6195,31640
74757,129430,31640
74758,5170,31640
74759,6908,31640
74760,9452,36692
74761,655,36692
74762,115986,36692
74763,20904,36692
74764,23915,36692
74765,2395,3587
74766,16927,3587
74767,9640,3587
74768,8263,3587
74769,18331,3587
74770,33613,3587
74771,36172,3587
74772,36422,13685
74773,887,13685
74774,52797,13685
74775,71555,13685
74776,1117324,13685
74777,955807,13685
74778,7906,9303
74779,11150,9303
74780,532,9303
74781,15213,9303
74782,22227,9303
74783,21544,9303
74784,96554,9303
74785,152345,9303
74786,1241,31146
74787,6807,31146
74788,2229,31146
74789,27539,31146
74790,6907,31146
74791,20212,31146
74792,1920,43634
74793,526,43634
74794,4764,43634
74795,6474,43634
74796,22108,43634
74797,19208,43634
74798,147496,43634
74799,12790,43634
74800,32029,43634
74801,4935,9450
74802,47615,9450
74803,3061,9450
74804,47629,9450
74805,20070,9450
74806,25532,9450
74807,1231840,9450
74808,21553,9450
74809,133668,9450
74810,207295,9450
74811,8891,9208
74812,2224,9208
74813,20767,9208
74814,18792,9208
74815,4029,9208
74816,11805,9208
74817,6198,9208
74818,12536,9208
74819,61216,9208
74820,2295,14469
74821,138401,14469
74822,3490,14469
74823,42557,14469
74824,72983,14469
74825,60796,14469
74826,22675,10723
74827,19292,10723
74828,3085,10723
74829,66813,10723
74830,24685,10723
74831,31029,10723
74832,20818,10723
74833,5502,10723
74834,1232373,10723
74835,206,9894
74836,4756,9894
74837,41087,9894
74838,70851,9894
74839,18364,9894
74840,6930,9894
74841,7399,9894
74842,21315,9894
74843,21197,9894
74844,43120,9894
74845,11006,16315
74846,20189,16315
74847,35769,16315
74848,80289,16315
74849,15286,16315
74850,42059,16315
74851,80292,16315
74852,34517,13063
74853,55624,13063
74854,2387,48358
74855,9206,48358
74856,40949,48358
74857,39954,48358
74858,20768,48358
74859,10655,48358
74860,107733,48358
74861,110333,48358
74862,18023,2143
74863,349,2143
74864,21978,2143
74865,480,2143
74866,26468,55667
74867,91537,55667
74868,64224,55667
74869,24519,55667
74870,106486,55667
74871,74613,55667
74872,74036,23945
74873,19839,23945
74874,24203,23945
74875,522,23945
74876,8335,23945
74877,38581,23945
74878,67380,23945
74879,21058,23945
74880,2778,36447
74881,27563,36447
74882,21412,36447
74883,2750,36447
74884,2048,36447
74885,11066,36447
74886,11793,36447
74887,2859,36447
74888,587,47260
74889,2051,47260
74890,91612,47260
74891,138240,47260
74892,15371,47260
74893,22675,23449
74894,11511,23449
74895,707,23449
74896,26009,23449
74897,4443,23449
74898,925,23449
74899,42317,23449
74900,163554,23449
74901,6384,12123
74902,192,12123
74903,3293,12123
74904,10430,12123
74905,14721,12123
74906,1248,12123
74907,593,12123
74908,10486,12123
74909,21629,12123
74910,5577,6346
74911,193,6346
74912,6450,6346
74913,10360,6346
74914,10361,6346
74915,51359,6346
74916,24535,6346
74917,13028,6346
74918,3907,6346
74919,57119,56281
74920,5563,56281
74921,66804,56281
74922,78398,56281
74923,8874,56281
74924,1236,56281
74925,100653,56281
74926,70775,56281
74927,16475,56281
74928,52057,56281
74929,3489,25750
74930,58727,25750
74931,8963,25750
74932,102723,25750
74933,84685,25750
74934,8499,25750
74935,351,9977
74936,4783,9977
74937,1164,9977
74938,12206,9977
74939,3052,9977
74940,118,9977
74941,61340,9977
74942,227099,9977
74943,14416,61550
74944,12901,61550
74945,29710,61550
74946,37252,61550
74947,233298,61550
74948,38711,61550
74949,4784,13891
74950,12967,13891
74951,5960,13891
74952,2115,13891
74953,11164,13891
74954,22132,13891
74955,9601,13891
74956,57353,13891
74957,159669,13891
74958,6929,13891
74959,1158,11062
74960,3036,11062
74961,2233,11062
74962,1004,11062
74963,2641,11062
74964,19839,11062
74965,106179,11062
74966,31028,11062
74967,30083,11062
74968,14331,11062
74969,18992,16399
74970,14405,16399
74971,57829,16399
74972,116691,16399
74973,1207046,16399
74974,37041,110909
74975,3127,110909
74976,41087,110909
74977,998040,110909
74978,19578,110909
74979,77335,90214
74980,3051,90214
74981,3052,90214
74982,144081,90214
74983,27753,90214
74984,67837,90214
74985,217137,90214
74986,5292,10684
74987,5344,10684
74988,38560,10684
74989,21030,10684
74990,1892,10684
74991,4689,10684
74992,41688,10684
74993,21848,10684
74994,6752,10684
74995,349,10684
74996,17346,9100
74997,826,9100
74998,9206,9100
74999,19222,9100
75000,22108,9100
75001,15286,9100
75002,33654,9100
75003,44301,9100
75004,42123,9100
75005,13548,884
75006,18686,884
75007,13550,884
75008,13549,884
75009,2165,884
75010,229,884
75011,174580,884
75012,5889,884
75013,21259,160019
75014,8351,160019
75015,38624,160019
75016,42547,160019
75017,4493,160019
75018,101172,160019
75019,82166,160019
75020,85421,160019
75021,585,17821
75022,2694,17821
75023,14344,17821
75024,44151,17821
75025,156413,17821
75026,70851,17821
75027,4975,17821
75028,42549,17821
75029,20239,10546
75030,18658,10546
75031,106753,10546
75032,13604,10546
75033,11155,10546
75034,177100,10546
75035,392547,10546
75036,113908,10546
75037,134061,10546
75038,11856,20539
75039,1920,20539
75040,13324,20539
75041,11148,20539
75042,52374,20539
75043,2843,20539
75044,4004,20539
75045,386,20539
75046,33689,20539
75047,13021,12241
75048,71836,12241
75049,7039,12241
75050,10475,12241
75051,12852,12241
75052,46394,12241
75053,2880,10680
75054,24048,10680
75055,56930,10680
75056,65038,10680
75057,11866,10680
75058,14324,10680
75059,20220,10680
75060,147499,10680
75061,148641,10680
75062,148637,10680
75063,1954,253899
75064,3223,253899
75065,11398,253899
75066,21399,253899
75067,20495,19002
75068,16743,19002
75069,4761,19002
75070,34396,19002
75071,44208,19002
75072,25878,19002
75073,1123417,19002
75074,79966,16197
75075,529,16197
75076,3068,16197
75077,75541,16197
75078,3059,16197
75079,548125,16197
75080,80116,67396
75081,98133,67396
75082,44777,67396
75083,154642,67396
75084,100232,67396
75085,128672,67396
75086,105047,67396
75087,16483,11228
75088,15851,11228
75089,110,11228
75090,6486,11228
75091,6067,11228
75092,16215,11228
75093,29545,11228
75094,100653,11228
75095,28863,11228
75096,137161,11228
75097,15250,49806
75098,2283,49806
75099,7489,49806
75100,23626,49806
75101,1174793,49806
75102,32394,49806
75103,1174794,49806
75104,55152,49806
75105,1174795,49806
75106,32983,49806
75107,17141,38554
75108,12133,38554
75109,3208,38554
75110,83414,38554
75111,1210,38554
75112,288,38554
75113,24368,38554
75114,54800,38554
75115,60907,40147
75116,98524,40147
75117,557840,40147
75118,22150,40147
75119,43612,40147
75120,74122,40147
75121,21246,9568
75122,15070,9568
75123,58045,9568
75124,1213044,9568
75125,143204,9568
75126,1546547,9568
75127,2716,9568
75128,4430,10988
75129,6553,10988
75130,9046,10988
75131,8534,10988
75132,8978,10988
75133,28778,10988
75134,922,10988
75135,46530,10988
75136,10825,10988
75137,157986,10988
75138,978,106837
75139,11278,106837
75140,6199,106837
75141,13363,106837
75142,10729,106837
75143,87097,106837
75144,65890,106837
75145,113908,106837
75146,47643,106837
75147,47654,15691
75148,21315,15691
75149,80111,15691
75150,80112,15691
75151,61541,15691
75152,37431,15691
75153,116048,15691
75154,77622,15691
75155,126223,15691
75156,39125,15691
75157,35690,10607
75158,9562,10607
75159,35689,10607
75160,66131,10607
75161,27590,10607
75162,111872,10607
75163,98298,10607
75164,7090,9101
75165,34485,9101
75166,60949,9101
75167,5048,9101
75168,6905,9101
75169,3905,9101
75170,236327,9101
75171,18271,9101
75172,84077,9101
75173,226651,9101
75174,6065,8840
75175,738,8840
75176,2133,8840
75177,4935,8840
75178,11207,8840
75179,11355,8840
75180,2719,8840
75181,59075,8840
75182,82410,8840
75183,11662,24063
75184,23647,24063
75185,19302,24063
75186,16484,24063
75187,19303,24063
75188,3126,32284
75189,4491,32284
75190,60060,32284
75191,57428,32284
75192,5950,32284
75193,1230378,32284
75194,18702,25571
75195,66554,25571
75196,95638,25571
75197,328,25571
75198,3801,25571
75199,4995,25571
75200,4989,25571
75201,61703,25571
75202,1206,17414
75203,6450,17414
75204,27564,17414
75205,4757,17414
75206,5129,17414
75207,13243,17414
75208,156592,17414
75209,169906,17414
75210,44185,17414
75211,14407,32308
75212,11627,32308
75213,9295,32308
75214,177049,32308
75215,168292,32308
75216,1219597,32308
75217,6321,32308
75218,5251,32308
75219,2395,11107
75220,8924,11107
75221,1117,11107
75222,28633,11107
75223,4494,11107
75224,21179,11107
75225,42974,11107
75226,119869,11107
75227,119870,11107
75228,12052,3573
75229,2467,3573
75230,21245,3573
75231,10697,3573
75232,32990,3573
75233,18325,3573
75234,3051,3573
75235,99905,3573
75236,17787,3573
75237,5469,409
75238,1137,409
75239,5293,409
75240,5470,409
75241,5471,409
75242,5472,409
75243,5473,409
75244,920,409
75245,5474,409
75246,5475,409
75247,1100,9268
75248,27011,9268
75249,3085,9268
75250,5563,9268
75251,7866,9268
75252,2505,9268
75253,8540,9268
75254,32289,9268
75255,18461,9268
75256,20582,9268
75257,6856,10061
75258,884,10061
75259,825,10061
75260,157904,10061
75261,35529,10061
75262,41820,10061
75263,2230,10061
75264,169628,10061
75265,19153,10061
75266,3124,10061
75267,4090,30285
75268,2053,30285
75269,3196,30285
75270,8436,30285
75271,8258,30285
75272,24965,30285
75273,59222,30285
75274,75355,30285
75275,60060,30285
75276,15417,30285
75277,1243,9716
75278,18892,9716
75279,1204,9716
75280,819,9716
75281,69597,9716
75282,93401,25234
75283,3125,8818
75284,378,8818
75285,3131,8818
75286,18065,8818
75287,53937,8818
75288,6856,2320
75289,4587,2320
75290,23880,2320
75291,5723,2320
75292,17485,2320
75293,3977,2320
75294,20277,2320
75295,14592,2320
75296,41247,2320
75297,11089,2320
75298,3291,11306
75299,193,11306
75300,520,11306
75301,52,11306
75302,5502,11306
75303,42316,11306
75304,925,11306
75305,10386,11306
75306,35,17182
75307,2628,17182
75308,228,17182
75309,27261,17182
75310,157108,17182
75311,3266,17182
75312,821,17182
75313,51188,17182
75314,33689,17182
75315,4492,17182
75316,5960,62184
75317,6408,62184
75318,2128853,62184
75319,78722,62184
75320,17495,62184
75321,452,62184
75322,51805,62184
75323,28633,62184
75324,38225,47502
75325,9046,47502
75326,31070,47502
75327,47773,47502
75328,42715,47502
75329,57093,47502
75330,2954,47502
75331,3087,41852
75332,15152,41852
75333,87118,41852
75334,43853,41852
75335,6465,41852
75336,21848,41852
75337,59449,41852
75338,380,9566
75339,10814,9566
75340,6913,9566
75341,5723,9566
75342,1121,9566
75343,38160,9566
75344,15824,9566
75345,1228811,9566
75346,23681,9566
75347,15414,9566
75348,3905,275
75349,3910,275
75350,884,275
75351,53,275
75352,3906,275
75353,3907,275
75354,3908,275
75355,3909,275
75356,13240,10543
75357,368,10543
75358,52267,10543
75359,15851,10543
75360,24967,10543
75361,65590,10543
75362,144129,10543
75363,3038,10543
75364,1328752,10543
75365,15032,10543
75366,6384,12656
75367,7132,12656
75368,6941,12656
75369,18792,12656
75370,707,12656
75371,7621,12656
75372,4514,12656
75373,3063,41801
75374,23882,41801
75375,135162,41801
75376,3713,41801
75377,6574,41801
75378,27260,41801
75379,4942,41801
75380,82406,41801
75381,53931,41801
75382,42961,54476
75383,12410,135482
75384,17444,135482
75385,19185,135482
75386,85672,513
75387,53372,513
75388,86086,513
75389,43416,513
75390,106461,513
75391,53377,513
75392,57119,12559
75393,72862,12559
75394,23881,12559
75395,44792,12559
75396,8294,12559
75397,28950,12559
75398,37421,12559
75399,147788,12559
75400,18892,2925
75401,73931,2925
75402,3092,2925
75403,10978,2925
75404,520,2925
75405,6486,2925
75406,8893,2925
75407,8536,2925
75408,1756,2925
75409,19189,2925
75410,2975,18550
75411,9045,18550
75412,883,18550
75413,31512,18550
75414,88094,18550
75415,58648,18550
75416,29792,18550
75417,38570,18550
75418,95938,18550
75419,95939,18550
75420,57147,36355
75421,109,36355
75422,783,36355
75423,70118,36355
75424,27008,36355
75425,131947,36355
75426,7399,2074
75427,4687,2074
75428,4939,2074
75429,21277,2074
75430,18364,2074
75431,21278,2074
75432,10437,2074
75433,28633,2074
75434,16851,2074
75435,1989,2074
75436,8447,11076
75437,10690,11076
75438,65002,11076
75439,11067,11076
75440,92726,11076
75441,44205,11076
75442,58805,11076
75443,21163,105437
75444,35241,105437
75445,104872,105437
75446,5960,105437
75447,21595,105437
75448,10131,105437
75449,38709,105437
75450,160630,105437
75451,161532,105437
75452,51576,63988
75453,55267,63988
75454,116579,63988
75455,24368,63988
75456,137391,63988
75457,590,63988
75458,218563,32458
75459,83701,174271
75460,8784,174271
75461,201648,174271
75462,139808,174271
75463,141354,174271
75464,218356,174271
75465,31924,174271
75466,41558,18555
75467,11701,18555
75468,91415,18555
75469,119311,18555
75470,56857,18555
75471,6066,18555
75472,20220,18555
75473,14702,18555
75474,368,11229
75475,2628,11229
75476,71913,11229
75477,17933,11229
75478,1217939,11229
75479,88525,11229
75480,68672,11229
75481,6486,11229
75482,521,10779
75483,17187,10779
75484,37822,10779
75485,41230,10779
75486,27993,10779
75487,62001,10779
75488,28410,10779
75489,8687,10779
75490,31006,10779
75491,1037,755
75492,1461,755
75493,3196,755
75494,138,755
75495,11158,755
75496,3136,755
75497,11159,755
75498,11160,755
75499,11161,755
75500,9811,755
75501,4690,21612
75502,2969,21612
75503,18750,21612
75504,6588,21612
75505,22461,21612
75506,1121,21612
75507,15370,21612
75508,87707,21612
75509,54041,21612
75510,2561,21612
75511,40009,26623
75512,66881,26623
75513,44205,26623
75514,22248,26623
75515,41740,26623
75516,35111,26623
75517,27111,26623
75518,15531,49471
75519,17764,49471
75520,6861,49471
75521,32396,49471
75522,93538,49471
75523,98889,49471
75524,18272,49471
75525,8354,49471
75526,57686,49471
75527,9464,49471
75528,3151,25697
75529,707,25697
75530,10437,25697
75531,5149,25697
75532,50464,25697
75533,24292,25697
75534,32289,25697
75535,99826,25697
75536,21757,25697
75537,21620,25697
75538,3392,10586
75539,5576,10586
75540,207,10586
75541,1369,10586
75542,18280,10586
75543,1246,10586
75544,11851,10586
75545,7447,31908
75546,4512,31908
75547,2395,31908
75548,12519,31908
75549,62547,31908
75550,8977,31908
75551,155,31908
75552,57674,31908
75553,3905,31908
75554,4604,61752
75555,21353,61752
75556,5281,61752
75557,15899,61752
75558,5578,61752
75559,36602,61752
75560,11486,61752
75561,2107237,61752
75562,23880,9625
75563,35689,9625
75564,4029,9625
75565,1248,9625
75566,116128,9625
75567,17225,9625
75568,537,9625
75569,6916,9625
75570,93345,9625
75571,16662,9625
75572,880,26626
75573,6807,26626
75574,64999,26626
75575,67711,26626
75576,95852,26626
75577,95853,26626
75578,90658,26626
75579,24967,26626
75580,655,26626
75581,23346,14786
75582,5401,14786
75583,4520,14786
75584,21544,14786
75585,7164,14786
75586,68186,14786
75587,20625,14786
75588,83721,14786
75589,47774,14786
75590,7796,58985
75591,1241,58985
75592,94978,58985
75593,31028,58985
75594,1214117,58985
75595,4138,36299
75596,5503,36299
75597,2694,36299
75598,10825,36299
75599,65827,36299
75600,4942,36299
75601,1771,36299
75602,1904,36299
75603,7268,36299
75604,21315,36299
75605,2231,20759
75606,4785,20759
75607,22675,20759
75608,36602,20759
75609,21246,20759
75610,16165,20759
75611,11159,20759
75612,655,20759
75613,53918,20759
75614,134,20759
75615,11181,10549
75616,1666,10549
75617,937,10549
75618,204,10549
75619,4786,10549
75620,8318,10549
75621,29859,10549
75622,19292,9614
75623,4443,9614
75624,31171,9614
75625,11794,9614
75626,1101,9614
75627,20818,9614
75628,53684,9614
75629,170802,9614
75630,10460,9614
75631,17494,9614
75632,67704,21589
75633,540,21589
75634,95638,21589
75635,67523,21589
75636,2320,21589
75637,75532,21589
75638,7007,21589
75639,1235615,21589
75640,55189,21589
75641,49961,38223
75642,12929,38223
75643,20814,38223
75644,4938,38223
75645,52475,38223
75646,19976,38223
75647,70243,38223
75648,1212960,38223
75649,1037,11103
75650,6941,11103
75651,4138,11103
75652,1954,11103
75653,42290,11103
75654,42961,61909
75655,44619,61909
75656,93919,55146
75657,33718,55146
75658,7447,36915
75659,6473,36915
75660,31140,36915
75661,21315,36915
75662,10742,36915
75663,6198,36915
75664,107009,36915
75665,130744,36915
75666,7039,8766
75667,2173,8766
75668,73040,8766
75669,55957,8766
75670,36801,8766
75671,55958,8766
75672,55959,8766
75673,55960,8766
75674,55961,8766
75675,55962,8766
75676,27566,39930
75677,168323,39930
75678,58473,39930
75679,61114,39930
75680,16165,9308
75681,13445,9308
75682,7071,9308
75683,327,9308
75684,74612,9308
75685,8695,9308
75686,9783,9308
75687,12642,9308
75688,55637,9308
75689,10774,113850
75690,173765,113850
75691,59016,113850
75692,204997,113850
75693,166462,113850
75694,65728,113850
75695,7673,113850
75696,162243,113850
75697,521,25059
75698,35,25059
75699,8853,25059
75700,160028,25059
75701,147486,25059
75702,34983,25059
75703,4253,25059
75704,6163,25059
75705,57119,25059
75706,8944,18862
75707,7166,18862
75708,83699,18862
75709,954763,18862
75710,1910,18862
75711,12900,18862
75712,3416,10545
75713,1206,10545
75714,30695,10545
75715,35219,10545
75716,12077,10545
75717,34398,10545
75718,3999,10545
75719,65598,10545
75720,72250,10545
75721,20749,10545
75722,14812,45565
75723,6194,45565
75724,9642,45565
75725,19210,45565
75726,1193064,45565
75727,3127,26890
75728,15440,26890
75729,17495,26890
75730,38524,26890
75731,3711,26890
75732,54246,26890
75733,194670,26890
75734,86919,26890
75735,58141,26890
75736,11486,26890
75737,6837,61536
75738,15531,61536
75739,27563,61536
75740,8977,61536
75741,32389,61536
75742,17495,61536
75743,8695,61536
75744,17257,61536
75745,12122,61536
75746,65760,61536
75747,520,10324
75748,7399,10324
75749,5590,10324
75750,8986,10324
75751,31512,10324
75752,76526,10324
75753,32029,10324
75754,68186,10324
75755,1245,10324
75756,3416,35203
75757,28778,35203
75758,2229,35203
75759,52474,35203
75760,30485,35203
75761,25711,35203
75762,70440,35203
75763,10383,35203
75764,140237,35203
75765,18277,26949
75766,5577,26949
75767,60060,26949
75768,1221068,26949
75769,2888,602
75770,8984,602
75771,4785,602
75772,1581,602
75773,6167,602
75774,1162,602
75775,1811,602
75776,8985,602
75777,8986,602
75778,7420,602
75779,4756,2033
75780,4687,2033
75781,20899,2033
75782,20902,2033
75783,20903,2033
75784,20904,2033
75785,11207,9306
75786,3084,9306
75787,5576,9306
75788,826,9306
75789,7242,9306
75790,536274,9306
75791,18702,9306
75792,2372,9306
75793,87046,21060
75794,2157,7095
75795,2882,7095
75796,50464,7095
75797,16866,7095
75798,51962,7095
75799,53122,7095
75800,53123,7095
75801,112081,7095
75802,132,27318
75803,157169,27318
75804,8697,27318
75805,9297,27318
75806,42708,27318
75807,1652305,10539
75808,34901,10539
75809,4935,10539
75810,4001,10539
75811,3037,10539
75812,52951,10539
75813,6199,10539
75814,4038,10539
75815,11207,10539
75816,227,47333
75817,4273,47333
75818,10690,47333
75819,10981,47333
75820,8937,47333
75821,400,47333
75822,30318,47333
75823,500,9390
75824,9777,9390
75825,9137,9390
75826,11164,9390
75827,3035,9390
75828,12217,9390
75829,5149,9390
75830,9788,9390
75831,67778,9390
75832,3230,9390
75833,1100,9279
75834,57119,9279
75835,14104,9279
75836,12931,9279
75837,129317,9279
75838,80742,9279
75839,33196,9279
75840,26485,9279
75841,35159,9279
75842,3035,11962
75843,64999,11962
75844,23679,11962
75845,68215,11962
75846,58768,11962
75847,138037,11962
75848,14060,11962
75849,134529,11962
75850,65345,39084
75851,38583,39084
75852,42706,39084
75853,122154,39084
75854,64896,39084
75855,26075,39084
75856,105299,39084
75857,20221,39084
75858,15234,56830
75859,526,56830
75860,11885,56830
75861,65827,56830
75862,54453,56830
75863,7085,56830
75864,68108,56830
75865,2040,25147
75866,204,25147
75867,15498,25147
75868,3052,25147
75869,47743,25147
75870,118614,25147
75871,3416,9623
75872,7447,9623
75873,24045,9623
75874,4691,9623
75875,32225,9623
75876,8256,9623
75877,15183,9623
75878,14884,9623
75879,13525,9623
75880,148635,9623
75881,5471,28005
75882,20275,28005
75883,30430,28005
75884,178622,28005
75885,109621,28005
75886,1032107,28005
75887,10431,22479
75888,8436,22479
75889,4776,22479
75890,20212,22479
75891,884,22479
75892,31649,22479
75893,209,22479
75894,35806,11511
75895,17918,11511
75896,18316,11511
75897,69671,11511
75898,171747,11511
75899,116907,11511
75900,147788,11511
75901,1229941,11511
75902,7036,118991
75903,13548,118991
75904,13549,118991
75905,59662,118991
75906,12132,118991
75907,21277,118991
75908,5563,118991
75909,21368,118991
75910,6941,118991
75911,21290,18414
75912,73499,18414
75913,58955,18414
75914,56867,18414
75915,78576,18414
75916,162747,18414
75917,27137,18414
75918,5888,18414
75919,43257,18414
75920,57755,11543
75921,1811,11543
75922,1532,11543
75923,25308,11543
75924,1534,11543
75925,101975,11543
75926,14700,11543
75927,7401,11543
75928,60672,11543
75929,27125,21626
75930,12978,21626
75931,63791,21626
75932,1235368,21626
75933,1235485,21626
75934,53715,21626
75935,87740,21626
75936,44052,19164
75937,79021,19164
75938,43125,19164
75939,34982,19164
75940,79020,19164
75941,9601,19164
75942,27262,19164
75943,1433360,19164
75944,1532,34170
75945,10297,34170
75946,24292,34170
75947,20974,34170
75948,164039,34170
75949,12799,34170
75950,4430,46063
75951,52602,46063
75952,1811,46063
75953,8212,46063
75954,12536,46063
75955,11627,46063
75956,22108,46063
75957,1280,46063
75958,128205,46063
75959,2778,21119
75960,589,21119
75961,147,21119
75962,2628,21119
75963,87108,21119
75964,60287,21119
75965,10489,21119
75966,21248,21119
75967,36801,21119
75968,62,9333
75969,6905,9333
75970,590,9333
75971,4690,9333
75972,1737,9333
75973,11068,9333
75974,137529,9333
75975,131183,9333
75976,11486,9333
75977,38570,9333
75978,11514,63564
75979,7499,63564
75980,6886,63564
75981,5168,63564
75982,9029,63564
75983,17782,63564
75984,68284,63564
75985,8541,63564
75986,1246,63564
75987,8265,30330
75988,43774,30330
75989,8534,30330
75990,12438,30330
75991,42157,30330
75992,12876,30330
75993,14784,30330
75994,55554,30330
75995,31032,30330
75996,20211,30330
75997,29459,11525
75998,40009,11525
75999,58119,11525
76000,36898,11525
76001,27116,11525
76002,32362,46338
76003,27391,46338
76004,2192,46338
76005,9030,46338
76006,22,46338
76007,2076,46338
76008,175977,46338
76009,163422,46338
76010,17477,46338
76011,116130,46338
76012,11184,19287
76013,86929,19287
76014,9298,19287
76015,8662,19287
76016,74354,19287
76017,158077,19287
76018,44235,47643
76019,85169,47643
76020,1068677,47643
76021,101791,47643
76022,190092,47643
76023,5940,47643
76024,36171,47643
76025,38526,47643
76026,15439,47643
76027,111656,33990
76028,105190,33990
76029,56978,33990
76030,6718,33990
76031,10091,33990
76032,155996,33990
76033,20387,33990
76034,2955,26748
76035,7430,26748
76036,19023,26748
76037,177905,26748
76038,157609,26748
76039,10224,26748
76040,16935,11412
76041,2231,11412
76042,37252,11412
76043,14886,11412
76044,126471,11412
76045,1248,11412
76046,8979,11412
76047,52,11412
76048,25972,11412
76049,8984,638
76050,4687,638
76051,9285,638
76052,9286,638
76053,9289,638
76054,9287,638
76055,9290,638
76056,9291,638
76057,9292,638
76058,170638,104150
76059,41292,104150
76060,5047,104150
76061,17401,104150
76062,10775,104150
76063,938390,104150
76064,141762,104150
76065,86343,104150
76066,588,104150
76067,1230381,104150
76068,53647,55058
76069,7004,55058
76070,10938,55058
76071,46946,55058
76072,11701,55058
76073,56105,55058
76074,21282,55058
76075,14671,55058
76076,3093,55058
76077,502,65046
76078,148899,65046
76079,1518,76996
76080,38784,76996
76081,3068,76996
76082,8329,76996
76083,186977,76996
76084,75193,76996
76085,145314,76996
76086,6451,66034
76087,14731,66034
76088,5168,66034
76089,4785,66034
76090,6913,66034
76091,66804,66034
76092,58312,66034
76093,6677,66034
76094,80117,66034
76095,1607,66034
76096,1245,88224
76097,53441,88224
76098,5960,88224
76099,10694,88224
76100,55272,88224
76101,514,75
76102,517,75
76103,520,75
76104,516,75
76105,515,75
76106,518,75
76107,519,75
76108,521,75
76109,522,75
76110,523,75
76111,5064,9819
76112,6193,9819
76113,3092,9819
76114,380,9819
76115,7668,9819
76116,54122,9819
76117,69301,9819
76118,6486,9819
76119,452,9819
76120,38024,9819
76121,1204,9095
76122,6949,9095
76123,47722,9095
76124,5658,9095
76125,1229735,9095
76126,515,9095
76127,3968,9095
76128,33399,9095
76129,8443,9095
76130,7030,9095
76131,518,10830
76132,24203,10830
76133,11717,10830
76134,6368,10830
76135,11213,10830
76136,5129,10830
76137,3801,10830
76138,15111,10861
76139,57395,10861
76140,7037,10861
76141,7471,10861
76142,85142,10861
76143,138401,10861
76144,1363425,10861
76145,58805,10861
76146,19092,10861
76147,8891,2928
76148,1533,2928
76149,227,2928
76150,382,2928
76151,7866,2928
76152,28933,2928
76153,8437,2928
76154,17421,2928
76155,16484,2928
76156,17832,2928
76157,3896,1770
76158,18992,1770
76159,1204,1770
76160,10985,1770
76161,1333582,1770
76162,10400,25189
76163,1229,25189
76164,7570,25189
76165,18364,25189
76166,13920,25189
76167,517,25189
76168,30585,25189
76169,6168,25189
76170,5590,25189
76171,87230,25189
76172,500,954
76173,10127,954
76174,4885,954
76175,15319,954
76176,1003,954
76177,10182,954
76178,5470,954
76179,13333,954
76180,14593,954
76181,15322,954
76182,8984,291613
76183,1162,291613
76184,56871,291613
76185,30151,291613
76186,21366,291613
76187,8986,291613
76188,288,291613
76189,14792,291613
76190,1953,291613
76191,20879,291613
76192,1004,24275
76193,10427,24275
76194,2712,24275
76195,11701,24275
76196,658,24275
76197,22133,24275
76198,57312,24275
76199,12688,24275
76200,20211,24275
76201,32,18989
76202,192,18989
76203,8893,18989
76204,28743,18989
76205,18345,18989
76206,11855,18989
76207,140914,18989
76208,2282,2719
76209,8924,2719
76210,20277,2719
76211,113,2719
76212,27391,2719
76213,27392,2719
76214,8326,2719
76215,54,2719
76216,660,2719
76217,25333,2719
76218,13,27265
76219,8857,27265
76220,143574,27265
76221,11885,27265
76222,149507,27265
76223,154859,27265
76224,543193,27265
76225,14406,27265
76226,52602,27265
76227,19149,133494
76228,38583,133494
76229,175698,133494
76230,58058,133494
76231,27111,133494
76232,52878,133494
76233,75529,133494
76234,1499012,133494
76235,1733,20318
76236,6726,20318
76237,33239,20318
76238,1230,20318
76239,14,47475
76240,8984,47475
76241,3234,47475
76242,923,47475
76243,23709,47475
76244,77331,47475
76245,128621,47475
76246,1232807,47475
76247,15250,47475
76248,15376,47475
76249,14730,110433
76250,2169,110433
76251,19260,110433
76252,167253,110433
76253,1049895,110433
76254,1466,110433
76255,975522,110433
76256,4090,40001
76257,70233,40001
76258,18269,40001
76259,30488,40001
76260,11628,40001
76261,1986,40001
76262,13636,40001
76263,10386,40001
76264,163013,40001
76265,1733,10990
76266,29369,10990
76267,6161,10990
76268,9046,10990
76269,147,10990
76270,2969,10990
76271,4515,10990
76272,24516,10990
76273,37041,10990
76274,6949,10990
76275,2232,9304
76276,1533,9304
76277,186573,9304
76278,1166,9304
76279,15416,9304
76280,26510,9304
76281,59260,9304
76282,11077,9304
76283,13472,10874
76284,9188,10874
76285,12094,10874
76286,19996,10874
76287,64181,10874
76288,64180,10874
76289,68455,10874
76290,77156,10874
76291,7908,10874
76292,3151,17795
76293,16896,17795
76294,707,17795
76295,11512,17795
76296,11065,17795
76297,7570,17795
