Connection_id,Actor_id,Movie_id
290,21310,53414
291,89615,53414
292,13848,2077
293,21301,2077
294,21303,2077
295,14438,2077
296,21306,2077
297,21305,2077
298,13848,53421
299,21301,53421
300,21306,53421
301,89615,53421
302,85778,53421
303,29274,53421
304,13848,13707
305,21301,13707
306,21303,13707
307,147991,13707
308,21306,13707
309,21305,13707
310,14438,13707
311,13848,31819
312,21301,31819
313,21303,31819
314,14438,31819
315,21306,31819
316,8635,51468
317,89609,51468
318,133971,51468
319,8635,38691
320,133971,38691
321,89609,38691
322,13848,53420
323,21301,53420
324,21303,53420
325,14438,53420
326,21310,53420
327,21306,53420
328,13848,47650
329,21301,47650
330,21303,47650
331,21306,47650
332,21305,47650
333,14438,47650
334,8635,38824
335,89609,38824
336,133971,38824
337,10526,38824
338,13848,47653
339,21301,47653
340,21303,47653
341,21306,47653
342,14438,47653
343,8635,51469
344,89609,51469
345,133971,51469
346,100047,95866
347,134868,95866
348,8635,51355
349,89609,51355
350,133971,51355
351,8635,45838
352,89609,45838
353,133971,45838
354,13848,53422
355,21301,53422
356,21306,53422
357,14438,53422
358,120542,53422
359,8635,51471
360,89609,51471
361,133971,51471
362,1082544,51471
363,21310,51471
364,13848,36208
365,21301,36208
366,21306,36208
367,14438,36208
368,8635,38791
369,89609,38791
370,133971,38791
371,121416,38791
372,8828,174924
373,30779,174924
374,29950,174924
375,8834,174924
376,2011,174924
377,89521,54242
378,89522,54242
379,34324,54242
380,8635,51470
381,89609,51470
382,133971,51470
383,8635,51301
384,89609,51301
385,133971,51301
386,13848,53423
387,21301,53423
388,148071,53423
389,14438,53423
390,21306,53423
391,100047,70753
392,559557,70753
393,131232,70753
394,8834,70753
395,88953,53512
396,85778,53512
397,30000,53512
398,129422,242355
399,8638,242355
400,85738,242355
401,8635,38531
402,89609,38531
403,120641,38531
404,29952,70806
405,8630,70806
406,1014834,70806
407,8828,899
408,8841,899
409,88953,53515
410,30000,53515
411,85778,53515
412,88958,53515
413,143385,53515
414,100047,70801
415,13848,53425
416,21301,53425
417,14438,53425
418,2317667,53425
419,19426,53425
420,148820,70803
421,8629,70803
422,35505,70803
423,148787,70803
424,130494,70803
425,1147460,70803
426,129422,70803
427,132320,70803
428,88953,42362
429,88954,42362
430,85778,42362
431,8635,51472
432,120641,51472
433,89601,51472
434,583285,51472
435,133971,51472
436,8635,51354
437,120641,51354
438,100047,143277
439,34091,143277
440,148787,53761
441,90333,53761
442,8629,53761
443,30000,53761
444,130494,53761
445,13848,53424
446,21301,53424
447,21306,53424
448,14438,53424
449,8828,36106
450,29950,36106
451,262394,36106
452,100040,36106
453,1106625,36106
454,63383,72497
455,29265,72497
456,8635,38705
457,29578,3016
458,2010,3016
459,89744,3016
460,88953,40575
461,88954,40575
462,88958,40575
463,88953,53523
464,88954,53523
465,88953,53521
466,88954,53521
467,88953,53519
468,88954,53519
469,29260,71065
470,123585,71065
471,1327229,71065
472,128325,42657
473,100804,42657
474,29974,42657
475,8635,51358
476,88953,44409
477,88954,44409
478,143385,44409
479,8635,23282
480,98020,27509
481,14481,27509
482,34091,27509
483,144050,51392
484,129422,51392
485,8635,51392
486,8635,51357
487,89609,51357
488,8828,31509
489,116186,31509
490,8629,53766
491,30000,53766
492,35505,53766
493,132320,53766
494,34574,53766
495,148803,53766
496,1524992,53766
497,100238,28249
498,14481,28249
499,90333,28249
500,148791,53772
501,8629,53772
502,148820,53772
503,30000,53772
504,148819,53772
505,148787,53772
506,148821,53772
507,8635,50704
508,130706,139176
509,116367,139176
510,29263,139176
511,8522,139176
512,98031,139176
513,244289,139176
514,144050,139176
515,116367,31432
516,103904,31432
517,119542,31432
518,14487,31432
519,8635,51360
520,143998,51360
521,144037,51360
522,8635,38812
523,29265,38812
524,8635,51359
525,10526,51359
526,8635,46510
527,89609,46510
528,13848,42510
529,21301,42510
530,13848,10098
531,21301,10098
532,19426,10098
533,21306,10098
534,14438,10098
535,1395666,10098
536,88953,44405
537,88954,44405
538,10806,44405
539,8828,42511
540,30779,42511
541,24820,42511
542,288940,42511
543,89691,42511
544,97981,42511
545,8635,25770
546,8635,51362
547,88953,44406
548,88954,44406
549,88958,44406
550,88957,44406
551,102501,44406
552,116367,36841
553,148821,36841
554,30129,36841
555,34574,36841
556,14563,36841
557,100245,36841
558,97283,36841
559,98034,71436
560,33701,71436
561,8629,53231
562,116367,53231
563,141070,53231
564,8635,37360
565,143998,37360
566,116367,95134
567,29274,95134
568,29980,95134
569,100245,95134
570,1004060,95134
571,8635,38742
572,147964,38742
573,8635,38787
574,29973,38787
575,88953,42366
576,88954,42366
577,1018345,42366
578,1172948,42366
579,8635,51366
580,144037,51366
581,147964,51366
582,34757,35227
583,8630,35227
584,940168,35227
585,8635,51364
586,88953,22592
587,88954,22592
588,88957,22592
589,88958,22592
590,148435,22592
591,8635,38830
592,29260,38830
593,121416,38830
594,85988,669
595,13848,53429
596,147991,53429
597,14435,53429
598,21301,53429
599,21306,53429
600,21310,53429
601,148071,53429
602,14438,53429
603,13855,53429
604,29260,71066
605,29952,71066
606,939842,71066
607,130706,96951
608,13558,96951
609,1513,96951
610,1353813,96951
611,148876,53801
612,103493,53801
613,32428,53801
614,8635,45807
615,1187918,45807
616,141346,45807
617,150177,54241
618,89521,54241
619,122979,54241
620,14481,18987
621,98031,18987
622,14485,18987
623,98032,18987
624,98034,18987
625,13359,18987
626,98035,18987
627,148815,175693
628,98049,175693
629,8635,51367
630,147964,51367
631,8635,701
632,10526,701
633,1670560,701
634,13848,53430
635,21301,53430
636,14437,53430
637,14435,53430
638,148071,53430
639,88953,22596
640,88954,22596
641,88958,22596
642,108627,22596
643,29985,91208
644,34757,91208
645,1197279,91208
646,88671,91208
647,133277,91208
648,150638,91208
649,148787,24805
650,128966,24805
651,130494,24805
652,1147460,24805
653,987109,24805
654,3247,24805
655,8635,32628
656,29260,32628
657,29817,32628
658,88953,41348
659,102501,41348
660,29274,41348
661,21301,28974
662,132320,28974
663,132321,28974
664,132322,28974
665,14563,28974
666,14438,28974
667,88953,40574
668,102501,40574
669,1034789,40574
670,1018345,40574
671,14481,27511
672,88867,27511
673,98045,27511
674,98026,27511
675,13359,27511
676,88953,42367
677,102501,42367
678,8834,42367
679,1240252,42367
680,9087,71068
681,96470,71068
682,9091,71068
683,30129,71068
684,8629,176283
685,104018,176283
686,84230,176283
687,9067,176283
688,98971,96713
689,97981,96713
690,14563,96713
691,13854,96713
692,8635,32318
693,3247,32318
694,108101,120672
695,98034,120672
696,114767,120672
697,13341,120672
698,8635,992
699,14922,992
700,1173025,28963
701,13341,28963
702,3247,28963
703,98045,3060
704,29973,3060
705,29536,3060
706,29974,3060
707,29978,3060
708,29980,3060
709,98568,86955
710,116367,98477
711,932465,98477
712,146141,98477
713,100595,98477
714,89521,98477
715,8835,98477
716,88953,42359
717,102501,42359
718,115995,42359
719,148414,42359
720,8635,33015
721,144017,33015
722,141346,33015
723,13848,962
724,14435,962
725,14437,962
726,14438,962
727,34746,1405
728,29603,1405
729,35505,1405
730,14871,121379
731,14287,121379
732,29522,121379
733,100047,111575
734,150638,111575
735,147985,111575
736,119545,111575
737,1361926,111575
738,95624,29879
739,17753,29879
740,117073,29879
741,133470,29879
742,240072,29879
743,12022,29879
744,56140,29879
745,128354,29879
746,116661,29879
747,33007,29879
748,29260,2981
749,29258,2981
750,29259,2981
751,29262,2981
752,29263,2981
753,29265,2981
754,550721,53230
755,98045,53230
756,8834,53230
757,262394,53230
758,13359,53230
759,144050,53230
760,80546,53230
761,14481,27502
762,34086,27502
763,97995,27502
764,97997,27502
765,1018011,27502
766,1016037,27502
767,14481,964
768,14484,964
769,14485,964
770,14487,964
771,532628,64398
772,19329,64398
773,30709,64398
774,8635,32600
775,99377,32600
776,144012,32600
777,1092787,32600
778,8629,147618
779,141070,147618
780,14481,27505
781,34757,27505
782,30495,27505
783,1511,27505
784,138220,27505
785,144050,27505
786,120556,27505
787,225973,47508
788,89603,47508
789,78057,47508
790,141342,47508
791,89717,47508
792,98045,128899
793,29985,128899
794,29817,128899
795,97988,128899
796,78845,128899
797,29978,128899
798,144050,128899
799,8635,51371
800,141139,51371
801,102327,51371
802,144021,51371
803,85425,31510
804,14287,31510
805,108101,31510
806,29974,31510
807,108102,31510
808,13558,31510
809,29274,31510
810,34744,50075
811,29603,50075
812,8841,50075
813,29952,50075
814,141305,50075
815,1096850,50075
816,8828,110253
817,98045,110253
818,29973,110253
819,2437,110253
820,29978,110253
821,244801,110253
822,9096,110253
823,150638,117211
824,97991,117211
825,114767,117211
826,1670560,117211
827,32139,117211
828,144050,117211
829,95276,117211
830,30197,117211
831,655128,89059
832,13342,89059
833,128966,89059
834,92907,89059
835,8637,89059
836,13577,89059
837,932646,111457
838,29953,111457
839,117783,111457
840,97774,111457
841,98045,38687
842,19549,38687
843,121001,38687
844,244289,38687
845,262394,38687
846,98026,38687
847,88953,42368
848,102501,42368
849,88958,42368
850,27913,2760
851,27915,2760
852,27914,2760
853,14029,2760
854,8828,85638
855,121001,85638
856,29978,85638
857,116367,85689
858,932465,85689
859,262394,85689
860,92907,85689
861,29978,85689
862,29265,85689
863,148821,85689
864,100047,73575
865,13345,73575
866,119545,73575
867,1034789,73575
868,1368758,73575
869,1022678,51263
870,141070,51263
871,97982,51263
872,115995,51263
873,74878,51263
874,19549,95956
875,98026,95956
876,17753,95956
877,1374201,95956
878,102327,95956
879,9087,32716
880,109611,32716
881,99466,32716
882,9091,32716
883,63383,32716
884,5465,32716
885,1187918,32716
886,150638,67531
887,31550,67531
888,2015,67531
889,32437,67531
890,29522,96395
891,932465,96395
892,4068,96395
893,997884,96395
894,13557,96395
895,89670,50859
896,78057,50859
897,939842,50859
898,10529,50859
899,29642,50859
900,1240252,50859
901,97981,76804
902,148876,76804
903,13359,76804
904,141070,76804
905,589729,76804
906,34574,76804
907,8635,34847
908,80545,34847
909,1188030,34847
910,89670,50868
911,78057,50868
912,939842,50868
913,131386,50868
914,148868,50868
915,27915,52782
916,100781,52782
917,8731,52782
918,89670,50897
919,78057,50897
920,1092778,50897
921,134268,50897
922,137405,50897
923,119542,50897
924,1082544,50897
925,100781,36055
926,47677,36055
927,8731,36055
928,120455,36055
929,288221,36055
930,8635,961
931,14420,961
932,102499,82283
933,134268,82283
934,98008,82283
935,705395,82283
936,1508144,82283
937,4068,82283
938,34497,82283
939,14287,939
940,13342,939
941,14289,939
942,14290,939
943,88953,16661
944,102501,16661
945,148401,16661
946,148402,16661
947,33278,49633
948,142595,49633
949,98034,49633
950,24820,49633
951,1147460,49633
952,89670,53254
953,78057,53254
954,30194,53254
955,14481,64852
956,141600,64852
957,100346,64852
958,98045,120831
959,19549,120831
960,262394,120831
961,97988,120831
962,1623341,120831
963,244801,120831
964,144050,120831
965,89670,50901
966,78057,50901
967,1208018,50901
968,29978,134475
969,244289,134475
970,8731,36056
971,114808,36056
972,82558,36056
973,37870,36056
974,9088,82474
975,1231648,82474
976,1104843,82474
977,76381,82474
978,98040,82474
979,3163,82474
980,150638,207999
981,31550,207999
982,262394,207999
983,1155601,207999
984,34508,207999
985,85425,85876
986,88867,85876
987,13345,85876
988,144050,85876
989,5465,85876
990,9087,631
991,9088,631
992,9089,631
993,9090,631
994,9091,631
995,14481,111305
996,150638,111305
997,29985,111305
998,108102,111305
999,13342,111305
1000,13558,111305
1001,130491,102384
1002,13992,102384
1003,2010,102384
1004,84230,102384
1005,120755,102384
1006,2922,102384
1007,138219,102384
1008,13555,42565
1009,13340,42565
1010,86827,42565
1011,994615,42565
1012,14481,27503
1013,14485,27503
1014,31550,27503
1015,97998,27503
1016,1106625,27503
1017,102499,28966
1018,29760,28966
1019,102501,28966
1020,14290,28966
1021,4068,28966
1022,30157,28966
1023,85425,142159
1024,31550,142159
1025,98034,142159
1026,144050,142159
1027,2106,113254
1028,29260,85697
1029,29760,85697
1030,13904,85697
1031,30157,85697
1032,589730,85697
1033,8635,31411
1034,80545,31411
1035,80546,31411
1036,30197,31411
1037,32437,31411
1038,122979,31411
1039,114808,36054
1040,931245,36054
1041,13848,28978
1042,147962,28978
1043,13855,28978
1044,147963,28978
1045,14438,28978
1046,30194,28978
1047,21310,28978
1048,147964,28978
1049,21306,28978
1050,29985,3061
1051,29987,3061
1052,29988,3061
1053,29991,3061
1054,13555,885
1055,13556,885
1056,13557,885
1057,13558,885
1058,13345,885
1059,30197,885
1060,13823,885
1061,30158,35832
1062,114808,35832
1063,89670,48816
1064,78057,48816
1065,30018,48816
1066,2106,113252
1067,86827,52679
1068,32428,52679
1069,120755,52679
1070,13821,52679
1071,98052,52679
1072,14481,27507
1073,98016,27507
1074,85848,27507
1075,98017,27507
1076,29036,27507
1077,98018,27507
1078,89670,48823
1079,78057,48823
1080,137404,48823
1081,30018,48823
1082,1240252,48823
1083,1047595,173689
1084,141342,173689
1085,98040,173689
1086,124855,173689
1087,8728,173689
1088,120811,173689
1089,80647,101482
1090,14966,101482
1091,1240252,101482
1092,1106625,101482
1093,14484,27517
1094,3001,27517
1095,940168,27517
1096,119542,27517
1097,29952,27517
1098,8834,27517
1099,19549,108923
1100,141600,108923
1101,13345,108923
1102,144050,108923
1103,30197,108923
1104,1062837,108923
1105,31550,42614
1106,100253,42614
1107,29036,42614
1108,143820,42614
1109,30006,42614
1110,142595,42614
1111,100803,42614
1112,89610,53209
1113,1176510,53209
1114,2106,45665
1115,2010,27777
1116,98971,27777
1117,98972,27777
1118,3163,27777
1119,29952,27777
1120,145839,27777
1121,88582,27777
1122,17753,42538
1123,30159,42538
1124,148868,42538
1125,8823,42538
1126,8629,42538
1127,150638,31404
1128,1235622,31404
1129,80546,31404
1130,100595,31404
1131,29973,31404
1132,150638,205410
1133,93910,205410
1134,1010144,205410
1135,29536,205410
1136,88953,22595
1137,115995,22595
1138,34098,22595
1139,1170218,22595
1140,1208018,22595
1141,8635,25768
1142,120811,25768
1143,98034,25768
1144,2106,53565
1145,9088,28391
1146,1231648,28391
1147,89670,50916
1148,78057,50916
1149,30018,50916
1150,1208018,50916
1151,1240252,50916
1152,89670,50918
1153,78057,50918
1154,80648,50918
1155,121323,50918
1156,8630,42537
1157,3242,42537
1158,34746,42537
1159,138220,42537
1160,262394,42537
1161,89521,42537
1162,940168,42537
1163,14481,27506
1164,17753,27506
1165,98007,27506
1166,29999,27506
1167,98008,27506
1168,1513,27506
1169,1374201,53161
1170,8828,31416
1171,121001,31416
1172,92907,31416
1173,142595,31416
1174,34508,31416
1175,244289,31416
1176,19549,42615
1177,98045,42615
1178,29259,42615
1179,100253,42615
1180,51762,42615
1181,29536,42615
1182,143820,42615
1183,141070,42615
1184,89670,50922
1185,78057,50922
1186,939842,50922
1187,1208018,50922
1188,137404,50922
1189,97225,50922
1190,14289,50922
1191,34754,13847
1192,30145,13847
1193,34757,13847
1194,22093,13847
1195,1170218,13847
1196,145959,120833
1197,89670,50861
1198,78057,50861
1199,14027,50861
1200,137404,50861
1201,7380,543
1202,7383,543
1203,7381,543
1204,7393,543
1205,29258,65203
1206,117783,65203
1207,96056,65203
1208,29522,81829
1209,117697,81829
1210,13343,81829
1211,92907,81829
1212,939842,81829
1213,7639,81829
1214,104018,81829
1215,97995,81829
1216,1041502,81829
1217,32428,82105
1218,30210,82105
1219,13904,82105
1220,13343,82105
1221,13345,82105
1222,8728,82105
1223,30004,82105
1224,10798,20625
1225,10800,20625
1226,10799,20625
1227,30014,20625
1228,144062,20625
1229,34818,20625
1230,2434,20625
1231,10804,20625
1232,100047,85507
1233,100253,85507
1234,14487,85507
1235,80236,85507
1236,13823,85507
1237,89101,85507
1238,98045,119922
1239,98034,119922
1240,98007,119922
1241,100346,119922
1242,124309,84274
1243,21878,84274
1244,32139,84274
1245,7639,84274
1246,96758,84274
1247,120755,84274
1248,117735,104214
1249,33278,104214
1250,84230,104214
1251,89610,104214
1252,92907,104214
1253,142595,104214
1254,89670,48815
1255,78057,48815
1256,82315,48815
1257,115995,48815
1258,1208018,48815
1259,8630,117531
1260,96257,117531
1261,13556,117531
1262,119902,117531
1263,1194424,72856
1264,127560,72856
1265,2106,77022
1266,30527,193662
1267,90333,193662
1268,1174024,193662
1269,1182923,193662
1270,2934,193662
1271,141600,31678
1272,98045,31678
1273,88867,31678
1274,31550,31678
1275,29258,31678
1276,30236,31678
1277,89670,31678
1278,78057,31678
1279,89670,50899
1280,78057,50899
1281,1062837,50899
1282,1208018,50899
1283,1152705,50899
1284,99749,83989
1285,29999,83989
1286,103014,83989
1287,1170218,83989
1288,63383,83989
1289,97776,83989
1290,14420,83989
1291,587954,79761
1292,128325,79761
1293,120536,79761
1294,29953,79761
1295,19552,79761
1296,2015,79761
1297,2106,99037
1298,19549,30631
1299,141600,30631
1300,141305,30631
1301,29600,30631
1302,2007,30631
1303,1062837,30631
1304,89670,48734
1305,78057,48734
1306,34324,48734
1307,131386,48734
1308,82315,48734
1309,112972,51759
1310,98462,51759
1311,136920,51759
1312,8728,51759
1313,29817,51759
1314,29961,51759
1315,9088,105981
1316,1231648,105981
1317,95276,105981
1318,8496,105981
1319,1050934,105981
1320,975692,105981
1321,7380,20213
1322,27914,20213
1323,37870,20213
1324,97176,190227
1325,30236,190227
1326,117029,190227
1327,2012,190227
1328,128401,190227
1329,89670,48888
1330,78057,48888
1331,131386,48888
1332,9087,104430
1333,95276,104430
1334,13577,104430
1335,141305,104430
1336,97982,104430
1337,31550,109891
1338,108076,109891
1339,51762,109891
1340,30006,109891
1341,592395,109891
1342,1104843,109891
1343,89670,48736
1344,78057,48736
1345,30018,48736
1346,140875,48736
1347,13341,51079
1348,30158,51079
1349,10921,51079
1350,7393,51079
1351,8629,42638
1352,1011053,42638
1353,35505,42638
1354,939842,42638
1355,80546,42638
1356,2106,88018
1357,8635,51303
1358,143820,51303
1359,34508,51303
1360,1507,51303
1361,89670,50909
1362,78057,50909
1363,137404,50909
1364,8629,53796
1365,13358,53796
1366,148861,53796
1367,30159,53796
1368,81941,53796
1369,89670,50917
1370,78057,50917
1371,30018,50917
1372,34757,50917
1373,97980,50917
1374,89670,50921
1375,78057,50921
1376,8834,50921
1377,137404,50921
1378,19020,130816
1379,13963,130816
1380,288940,130816
1381,103947,130816
1382,1240252,130816
1383,8519,130816
1384,2007,143
1385,2010,143
1386,2009,143
1387,2008,143
1388,2011,143
1389,2012,143
1390,2015,143
1391,240667,143
1392,10798,13913
1393,10800,13913
1394,10799,13913
1395,30014,13913
1396,136920,13913
1397,10804,13913
1398,99458,13913
1399,19549,42812
1400,30527,42812
1401,89610,42812
1402,1176510,42812
1403,89670,50856
1404,78057,50856
1405,121300,50856
1406,133342,50856
1407,131386,50856
1408,34754,26162
1409,13963,26162
1410,2015,26162
1411,2503,26162
1412,13345,26162
1413,138219,26162
1414,89670,48562
1415,78057,48562
1416,121300,48562
1417,137404,48562
1418,34754,47250
1419,29260,47250
1420,29259,47250
1421,19406,47250
1422,1507,47250
1423,98001,47250
1424,29978,47250
1425,138219,47250
1426,138220,47250
1427,4165,42640
1428,13359,42640
1429,1086394,42640
1430,74877,42640
1431,84230,42640
1432,1096850,42640
1433,89670,50862
1434,78057,50862
1435,137404,50862
1436,89670,50828
1437,78057,50828
1438,1231648,34796
1439,222574,34796
1440,32139,34796
1441,95276,34796
1442,19327,34796
1443,120811,34796
1444,30197,34796
1445,47172,94716
1446,1066194,94716
1447,32919,94716
1448,51762,81847
1449,27733,81847
1450,74875,81847
1451,13557,81847
1452,131386,81847
1453,81291,81847
1454,189673,81847
1455,88867,80708
1456,19406,80708
1457,34754,80708
1458,141600,80708
1459,1021686,80708
1460,124855,80708
1461,80649,80708
1462,2007,26699
1463,5788,26699
1464,124855,26699
1465,96056,26699
1466,88953,42363
1467,100806,42363
1468,88958,42363
1469,34185,42363
1470,13819,162874
1471,139926,162874
1472,80648,162874
1473,117783,162874
1474,117697,162874
1475,8635,42811
1476,19406,42811
1477,1240252,42811
1478,98018,42811
1479,17753,42811
1480,150638,42811
1481,13954,37358
1482,82315,22301
1483,88582,22301
1484,2931,22301
1485,88583,22301
1486,89670,50928
1487,78057,50928
1488,7381,47695
1489,33267,47695
1490,13820,47695
1491,3673,47695
1492,147526,47695
1493,7383,47695
1494,1188450,108213
1495,80647,108213
1496,2016,108213
1497,24937,108213
1498,14974,122047
1499,150177,122047
1500,116186,122047
1501,98971,122047
1502,262394,122047
1503,34185,122047
1504,90380,122047
1505,89670,48822
1506,78057,48822
1507,1018011,48822
1508,121300,48822
1509,1075194,48822
1510,137404,48822
1511,13566,27899
1512,51762,27899
1513,29315,27899
1514,12022,27899
1515,81292,27899
1516,101890,27899
1517,3163,27899
1518,3364,83817
1519,136920,83817
1520,1186832,83817
1521,96725,83817
1522,80649,83817
1523,89610,85505
1524,29260,85505
1525,30558,85505
1526,83235,85505
1527,131448,85505
1528,138219,85505
1529,99350,85505
1530,134868,85505
1531,98462,105067
1532,589000,105067
1533,117697,105067
1534,34746,105067
1535,80649,105067
1536,655128,105067
1537,29817,105067
1538,100595,105067
1539,4068,42641
1540,2896,42641
1541,14563,42641
1542,1050223,42641
1543,102327,42641
1544,2435,31930
1545,33267,31930
1546,19329,31930
1547,89670,48889
1548,78057,48889
1549,30018,48889
1550,131386,48889
1551,141305,48889
1552,89914,221395
1553,13966,221395
1554,130494,221395
1555,13823,221395
1556,29522,104439
1557,2434,104439
1558,32139,104439
1559,29816,104439
1560,1234783,104439
1561,939842,104439
1562,131234,104439
1563,19549,77412
1564,29259,77412
1565,2927,77412
1566,89914,77412
1567,103232,77412
1568,9073,77412
1569,244801,77412
1570,14481,27504
1571,89914,27504
1572,1511,27504
1573,940628,27504
1574,80546,27504
1575,12147,72602
1576,74876,72602
1577,4110,72602
1578,4303,72602
1579,121018,108224
1580,528,86232
1581,95117,86232
1582,20370,86232
1583,74877,86232
1584,29974,86232
1585,86409,86232
1586,30017,86232
1587,288940,86232
1588,29522,84298
1589,47439,84298
1590,100346,84298
1591,29987,84298
1592,13577,84298
1593,99350,84298
1594,47178,229005
1595,2438,229005
1596,7124,229005
1597,95276,229005
1598,32139,229005
1599,21878,229005
1600,29601,229005
1601,131618,84299
1602,32431,84299
1603,116661,84299
1604,8496,84299
1605,1018011,84299
1606,30530,84299
1607,141600,156322
1608,100789,156322
1609,3380,156322
1610,34746,156322
1611,2016,156322
1612,4110,156322
1613,29987,156322
1614,89670,48648
1615,78057,48648
1616,1208018,48648
1617,1511,48648
1618,89670,48755
1619,78057,48755
1620,30017,48755
1621,31771,48755
1622,51677,48755
1623,13342,38453
1624,1547,38453
1625,120536,38453
1626,117735,38453
1627,120537,38453
1628,14868,38453
1629,2099,38453
1630,5788,42659
1631,13568,42659
1632,4343,42659
1633,104800,42659
1634,7124,42659
1635,30002,42659
1636,128360,42659
1637,128354,42659
1638,2503,42659
1639,32430,42659
1640,29260,42816
1641,55278,42816
1642,14871,42816
1643,1509,42816
1644,32437,42816
1645,233118,42816
1646,89670,50865
1647,78057,50865
1648,34757,50865
1649,51677,50865
1650,131386,50865
1651,132322,50865
1652,88671,42861
1653,77158,42861
1654,128966,42861
